"Term","Class","Method","File"
"SGR1745UQFFModule::computeG","SGR1745UQFFModule","computeG","source34.cpp"
"SgrA_UQFFModule::computeDPMTerm","SgrA_UQFFModule","computeDPMTerm","source35.cpp"
"SgrA_UQFFModule::computeTHzTerm","SgrA_UQFFModule","computeTHzTerm","source35.cpp"
"SgrA_UQFFModule::computeVacDiffTerm","SgrA_UQFFModule","computeVacDiffTerm","source35.cpp"
"SgrA_UQFFModule::computeSuperFreqTerm","SgrA_UQFFModule","computeSuperFreqTerm","source35.cpp"
"SgrA_UQFFModule::computeAetherResTerm","SgrA_UQFFModule","computeAetherResTerm","source35.cpp"
"SgrA_UQFFModule::computeU_g4iTerm","SgrA_UQFFModule","computeU_g4iTerm","source35.cpp"
"SgrA_UQFFModule::computeQuantumFreqTerm","SgrA_UQFFModule","computeQuantumFreqTerm","source35.cpp"
"SgrA_UQFFModule::computeAetherFreqTerm","SgrA_UQFFModule","computeAetherFreqTerm","source35.cpp"
"SgrA_UQFFModule::computeFluidFreqTerm","SgrA_UQFFModule","computeFluidFreqTerm","source35.cpp"
"SgrA_UQFFModule::computeOscTerm","SgrA_UQFFModule","computeOscTerm","source35.cpp"
"SgrA_UQFFModule::computeExpFreqTerm","SgrA_UQFFModule","computeExpFreqTerm","source35.cpp"
"SgrA_UQFFModule::computeG","SgrA_UQFFModule","computeG","source35.cpp"
"TapestryUQFFModule::computeDPMTerm","TapestryUQFFModule","computeDPMTerm","source36.cpp"
"TapestryUQFFModule::computeTHzTerm","TapestryUQFFModule","computeTHzTerm","source36.cpp"
"TapestryUQFFModule::computeVacDiffTerm","TapestryUQFFModule","computeVacDiffTerm","source36.cpp"
"TapestryUQFFModule::computeSuperFreqTerm","TapestryUQFFModule","computeSuperFreqTerm","source36.cpp"
"TapestryUQFFModule::computeAetherResTerm","TapestryUQFFModule","computeAetherResTerm","source36.cpp"
"TapestryUQFFModule::computeU_g4iTerm","TapestryUQFFModule","computeU_g4iTerm","source36.cpp"
"TapestryUQFFModule::computeQuantumFreqTerm","TapestryUQFFModule","computeQuantumFreqTerm","source36.cpp"
"TapestryUQFFModule::computeAetherFreqTerm","TapestryUQFFModule","computeAetherFreqTerm","source36.cpp"
"TapestryUQFFModule::computeFluidFreqTerm","TapestryUQFFModule","computeFluidFreqTerm","source36.cpp"
"TapestryUQFFModule::computeOscTerm","TapestryUQFFModule","computeOscTerm","source36.cpp"
"TapestryUQFFModule::computeExpFreqTerm","TapestryUQFFModule","computeExpFreqTerm","source36.cpp"
"TapestryUQFFModule::computeG","TapestryUQFFModule","computeG","source36.cpp"
"ResonanceSuperconductiveUQFFModule::computeDPMResTerm","ResonanceSuperconductiveUQFFModule","computeDPMResTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeTHzResTerm","ResonanceSuperconductiveUQFFModule","computeTHzResTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeAetherResTerm","ResonanceSuperconductiveUQFFModule","computeAetherResTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeU_g4iResTerm","ResonanceSuperconductiveUQFFModule","computeU_g4iResTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeOscResTerm","ResonanceSuperconductiveUQFFModule","computeOscResTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeSCFreqTerm","ResonanceSuperconductiveUQFFModule","computeSCFreqTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeResonanceTerm","ResonanceSuperconductiveUQFFModule","computeResonanceTerm","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeSuperconductiveCorrection","ResonanceSuperconductiveUQFFModule","computeSuperconductiveCorrection","source37.cpp"
"ResonanceSuperconductiveUQFFModule::computeFullUQFFResSC","ResonanceSuperconductiveUQFFModule","computeFullUQFFResSC","source37.cpp"
"CompressedResonanceUQFFModule::computeCompressedTerm","CompressedResonanceUQFFModule","computeCompressedTerm","source38.cpp"
"CompressedResonanceUQFFModule::computeResonanceTerm","CompressedResonanceUQFFModule","computeResonanceTerm","source38.cpp"
"CompressedResonanceUQFFModule::computeSCIntegrated","CompressedResonanceUQFFModule","computeSCIntegrated","source38.cpp"
"CompressedResonanceUQFFModule::computeCompressedResTerm","CompressedResonanceUQFFModule","computeCompressedResTerm","source38.cpp"
"CrabResonanceUQFFModule::computeDPMResTerm","CrabResonanceUQFFModule","computeDPMResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeTHzResTerm","CrabResonanceUQFFModule","computeTHzResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeAetherResTerm","CrabResonanceUQFFModule","computeAetherResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeU_g4iResTerm","CrabResonanceUQFFModule","computeU_g4iResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeQuantumResTerm","CrabResonanceUQFFModule","computeQuantumResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeFluidResTerm","CrabResonanceUQFFModule","computeFluidResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeOscResTerm","CrabResonanceUQFFModule","computeOscResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeExpResTerm","CrabResonanceUQFFModule","computeExpResTerm","source39.cpp"
"CrabResonanceUQFFModule::computeSCResIntegrated","CrabResonanceUQFFModule","computeSCResIntegrated","source39.cpp"
"CrabResonanceUQFFModule::computeG","CrabResonanceUQFFModule","computeG","source39.cpp"
"QuantumCouplingTerm::compute_Ereact","QuantumCouplingTerm","compute_Ereact","source4.cpp"
"QuantumCouplingTerm::compute_mu_s","QuantumCouplingTerm","compute_mu_s","source4.cpp"
"QuantumCouplingTerm::compute_grad_Ms_r","QuantumCouplingTerm","compute_grad_Ms_r","source4.cpp"
"QuantumCouplingTerm::compute_Bj","QuantumCouplingTerm","compute_Bj","source4.cpp"
"QuantumCouplingTerm::compute_omega_s_t","QuantumCouplingTerm","compute_omega_s_t","source4.cpp"
"QuantumCouplingTerm::compute_mu_j","QuantumCouplingTerm","compute_mu_j","source4.cpp"
"QuantumCouplingTerm::compute_Ug1","QuantumCouplingTerm","compute_Ug1","source4.cpp"
"QuantumCouplingTerm::compute_Ug2","QuantumCouplingTerm","compute_Ug2","source4.cpp"
"QuantumCouplingTerm::compute_Ug3","QuantumCouplingTerm","compute_Ug3","source4.cpp"
"QuantumCouplingTerm::compute_Ug4","QuantumCouplingTerm","compute_Ug4","source4.cpp"
"QuantumCouplingTerm::compute_Ubi","QuantumCouplingTerm","compute_Ubi","source4.cpp"
"QuantumCouplingTerm::compute_Um","QuantumCouplingTerm","compute_Um","source4.cpp"
"QuantumCouplingTerm::compute_FU","QuantumCouplingTerm","compute_FU","source4.cpp"
"UQFFModule4::computeDynamicTerms","UQFFModule4","computeDynamicTerms","source4.cpp"
"UQFFModule4::computeGradient","UQFFModule4","computeGradient","source4.cpp"
"FluidSolver::compute_compressed_base","FluidSolver","compute_compressed_base","source4.cpp"
"FluidSolver::compute_compressed_expansion","FluidSolver","compute_compressed_expansion","source4.cpp"
"FluidSolver::compute_compressed_super_adj","FluidSolver","compute_compressed_super_adj","source4.cpp"
"FluidSolver::compute_compressed_env","FluidSolver","compute_compressed_env","source4.cpp"
"FluidSolver::compute_compressed_Ug_sum","FluidSolver","compute_compressed_Ug_sum","source4.cpp"
"FluidSolver::compute_compressed_cosm","FluidSolver","compute_compressed_cosm","source4.cpp"
"FluidSolver::compute_compressed_quantum","FluidSolver","compute_compressed_quantum","source4.cpp"
"FluidSolver::compute_compressed_fluid","FluidSolver","compute_compressed_fluid","source4.cpp"
"FluidSolver::compute_compressed_perturbation","FluidSolver","compute_compressed_perturbation","source4.cpp"
"FluidSolver::compute_compressed_MUGE","FluidSolver","compute_compressed_MUGE","source4.cpp"
"FluidSolver::compute_aDPM","FluidSolver","compute_aDPM","source4.cpp"
"FluidSolver::compute_aTHz","FluidSolver","compute_aTHz","source4.cpp"
"FluidSolver::compute_avac_diff","FluidSolver","compute_avac_diff","source4.cpp"
"FluidSolver::compute_asuper_freq","FluidSolver","compute_asuper_freq","source4.cpp"
"FluidSolver::compute_aaether_res","FluidSolver","compute_aaether_res","source4.cpp"
"FluidSolver::compute_Ug4i","FluidSolver","compute_Ug4i","source4.cpp"
"FluidSolver::compute_aquantum_freq","FluidSolver","compute_aquantum_freq","source4.cpp"
"FluidSolver::compute_aAether_freq","FluidSolver","compute_aAether_freq","source4.cpp"
"FluidSolver::compute_afluid_freq","FluidSolver","compute_afluid_freq","source4.cpp"
"FluidSolver::compute_Osc_term","FluidSolver","compute_Osc_term","source4.cpp"
"FluidSolver::compute_aexp_freq","FluidSolver","compute_aexp_freq","source4.cpp"
"FluidSolver::compute_fTRZ","FluidSolver","compute_fTRZ","source4.cpp"
"FluidSolver::compute_a_wormhole","FluidSolver","compute_a_wormhole","source4.cpp"
"FluidSolver::compute_resonance_MUGE","FluidSolver","compute_resonance_MUGE","source4.cpp"
"CompressedResonanceUQFF24Module::computeCompressedTerm","CompressedResonanceUQFF24Module","computeCompressedTerm","source40.cpp"
"CompressedResonanceUQFF24Module::computeResonanceTerm","CompressedResonanceUQFF24Module","computeResonanceTerm","source40.cpp"
"CompressedResonanceUQFF24Module::computeSCIntegrated","CompressedResonanceUQFF24Module","computeSCIntegrated","source40.cpp"
"CompressedResonanceUQFF24Module::computeCompressedResTerm","CompressedResonanceUQFF24Module","computeCompressedResTerm","source40.cpp"
"UniverseDiameterUQFFModule::computeQuantumTerm","UniverseDiameterUQFFModule","computeQuantumTerm","source41.cpp"
"UniverseDiameterUQFFModule::computeFluidTerm","UniverseDiameterUQFFModule","computeFluidTerm","source41.cpp"
"UniverseDiameterUQFFModule::computeResonantTerm","UniverseDiameterUQFFModule","computeResonantTerm","source41.cpp"
"UniverseDiameterUQFFModule::computeDMTerm","UniverseDiameterUQFFModule","computeDMTerm","source41.cpp"
"UniverseDiameterUQFFModule::computeUgSum","UniverseDiameterUQFFModule","computeUgSum","source41.cpp"
"UniverseDiameterUQFFModule::computeHz","UniverseDiameterUQFFModule","computeHz","source41.cpp"
"UniverseDiameterUQFFModule::computeG","UniverseDiameterUQFFModule","computeG","source41.cpp"
"HydrogenAtomUQFFModule::computeQuantumTerm","HydrogenAtomUQFFModule","computeQuantumTerm","source42.cpp"
"HydrogenAtomUQFFModule::computeFluidTerm","HydrogenAtomUQFFModule","computeFluidTerm","source42.cpp"
"HydrogenAtomUQFFModule::computeResonantTerm","HydrogenAtomUQFFModule","computeResonantTerm","source42.cpp"
"HydrogenAtomUQFFModule::computeDMTerm","HydrogenAtomUQFFModule","computeDMTerm","source42.cpp"
"HydrogenAtomUQFFModule::computeUgSum","HydrogenAtomUQFFModule","computeUgSum","source42.cpp"
"HydrogenAtomUQFFModule::computeHz","HydrogenAtomUQFFModule","computeHz","source42.cpp"
"HydrogenAtomUQFFModule::computeG","HydrogenAtomUQFFModule","computeG","source42.cpp"
"HydrogenPToEResonanceUQFFModule::computeDPMResTerm","HydrogenPToEResonanceUQFFModule","computeDPMResTerm","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeTHzResTerm","HydrogenPToEResonanceUQFFModule","computeTHzResTerm","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeAetherResTerm","HydrogenPToEResonanceUQFFModule","computeAetherResTerm","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeU_g4iResTerm","HydrogenPToEResonanceUQFFModule","computeU_g4iResTerm","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeQuantumOrbitalResTerm","HydrogenPToEResonanceUQFFModule","computeQuantumOrbitalResTerm","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeOscResTerm","HydrogenPToEResonanceUQFFModule","computeOscResTerm","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeSCResIntegrated","HydrogenPToEResonanceUQFFModule","computeSCResIntegrated","source43.cpp"
"HydrogenPToEResonanceUQFFModule::computeResonanceTerm","HydrogenPToEResonanceUQFFModule","computeResonanceTerm","source43.cpp"
"LagoonUQFFModule::computeQuantumTerm","LagoonUQFFModule","computeQuantumTerm","source44.cpp"
"LagoonUQFFModule::computeFluidTerm","LagoonUQFFModule","computeFluidTerm","source44.cpp"
"LagoonUQFFModule::computeResonantTerm","LagoonUQFFModule","computeResonantTerm","source44.cpp"
"LagoonUQFFModule::computeDMTerm","LagoonUQFFModule","computeDMTerm","source44.cpp"
"LagoonUQFFModule::computeUgSum","LagoonUQFFModule","computeUgSum","source44.cpp"
"LagoonUQFFModule::computeHz","LagoonUQFFModule","computeHz","source44.cpp"
"LagoonUQFFModule::computeMsfFactor","LagoonUQFFModule","computeMsfFactor","source44.cpp"
"LagoonUQFFModule::computeP_rad","LagoonUQFFModule","computeP_rad","source44.cpp"
"LagoonUQFFModule::computeG","LagoonUQFFModule","computeG","source44.cpp"
"SpiralSupernovaeUQFFModule::computeQuantumTerm","SpiralSupernovaeUQFFModule","computeQuantumTerm","source45.cpp"
"SpiralSupernovaeUQFFModule::computeFluidTerm","SpiralSupernovaeUQFFModule","computeFluidTerm","source45.cpp"
"SpiralSupernovaeUQFFModule::computeResonantTerm","SpiralSupernovaeUQFFModule","computeResonantTerm","source45.cpp"
"SpiralSupernovaeUQFFModule::computeDMTerm","SpiralSupernovaeUQFFModule","computeDMTerm","source45.cpp"
"SpiralSupernovaeUQFFModule::computeUgSum","SpiralSupernovaeUQFFModule","computeUgSum","source45.cpp"
"SpiralSupernovaeUQFFModule::computeHz","SpiralSupernovaeUQFFModule","computeHz","source45.cpp"
"SpiralSupernovaeUQFFModule::computeT_spiral","SpiralSupernovaeUQFFModule","computeT_spiral","source45.cpp"
"SpiralSupernovaeUQFFModule::computeSN_term","SpiralSupernovaeUQFFModule","computeSN_term","source45.cpp"
"SpiralSupernovaeUQFFModule::computeG","SpiralSupernovaeUQFFModule","computeG","source45.cpp"
"NGC6302UQFFModule::computeQuantumTerm","NGC6302UQFFModule","computeQuantumTerm","source46.cpp"
"NGC6302UQFFModule::computeFluidTerm","NGC6302UQFFModule","computeFluidTerm","source46.cpp"
"NGC6302UQFFModule::computeResonantTerm","NGC6302UQFFModule","computeResonantTerm","source46.cpp"
"NGC6302UQFFModule::computeDMTerm","NGC6302UQFFModule","computeDMTerm","source46.cpp"
"NGC6302UQFFModule::computeUgSum","NGC6302UQFFModule","computeUgSum","source46.cpp"
"NGC6302UQFFModule::computeHz","NGC6302UQFFModule","computeHz","source46.cpp"
"NGC6302UQFFModule::computeW_shock","NGC6302UQFFModule","computeW_shock","source46.cpp"
"NGC6302UQFFModule::computeG","NGC6302UQFFModule","computeG","source46.cpp"
"NGC6302ResonanceUQFFModule::computeDPMTerm","NGC6302ResonanceUQFFModule","computeDPMTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeTHzTerm","NGC6302ResonanceUQFFModule","computeTHzTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeVacDiffTerm","NGC6302ResonanceUQFFModule","computeVacDiffTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeSuperFreqTerm","NGC6302ResonanceUQFFModule","computeSuperFreqTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeAetherResTerm","NGC6302ResonanceUQFFModule","computeAetherResTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeU_g4iTerm","NGC6302ResonanceUQFFModule","computeU_g4iTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeQuantumFreqTerm","NGC6302ResonanceUQFFModule","computeQuantumFreqTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeAetherFreqTerm","NGC6302ResonanceUQFFModule","computeAetherFreqTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeFluidFreqTerm","NGC6302ResonanceUQFFModule","computeFluidFreqTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeOscTerm","NGC6302ResonanceUQFFModule","computeOscTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeExpFreqTerm","NGC6302ResonanceUQFFModule","computeExpFreqTerm","source47.cpp"
"NGC6302ResonanceUQFFModule::computeG","NGC6302ResonanceUQFFModule","computeG","source47.cpp"
"OrionUQFFModule::computeQuantumTerm","OrionUQFFModule","computeQuantumTerm","source48.cpp"
"OrionUQFFModule::computeFluidTerm","OrionUQFFModule","computeFluidTerm","source48.cpp"
"OrionUQFFModule::computeResonantTerm","OrionUQFFModule","computeResonantTerm","source48.cpp"
"OrionUQFFModule::computeDMTerm","OrionUQFFModule","computeDMTerm","source48.cpp"
"OrionUQFFModule::computeUgSum","OrionUQFFModule","computeUgSum","source48.cpp"
"OrionUQFFModule::computeHz","OrionUQFFModule","computeHz","source48.cpp"
"OrionUQFFModule::computeMsfFactor","OrionUQFFModule","computeMsfFactor","source48.cpp"
"OrionUQFFModule::computeW_stellar","OrionUQFFModule","computeW_stellar","source48.cpp"
"OrionUQFFModule::computeP_rad","OrionUQFFModule","computeP_rad","source48.cpp"
"OrionUQFFModule::computeG","OrionUQFFModule","computeG","source48.cpp"
"CompressedResonanceUQFF34Module::computeCompressedTerm","CompressedResonanceUQFF34Module","computeCompressedTerm","source49.cpp"
"CompressedResonanceUQFF34Module::computeResonanceTerm","CompressedResonanceUQFF34Module","computeResonanceTerm","source49.cpp"
"CompressedResonanceUQFF34Module::computeSCIntegrated","CompressedResonanceUQFF34Module","computeSCIntegrated","source49.cpp"
"CompressedResonanceUQFF34Module::computeCompressed","CompressedResonanceUQFF34Module","computeCompressed","source49.cpp"
"CompressedResonanceUQFF34Module::computeResonance","CompressedResonanceUQFF34Module","computeResonance","source49.cpp"
"CompressedResonanceUQFF34Module::computeFullUQFF34","CompressedResonanceUQFF34Module","computeFullUQFF34","source49.cpp"
"CompressedResonanceUQFF34Module::computeCompressedResTerm","CompressedResonanceUQFF34Module","computeCompressedResTerm","source49.cpp"
"VacuumEnergyTerm::compute_Ug1","VacuumEnergyTerm","compute_Ug1","Source5.cpp"
"VacuumEnergyTerm::compute_Ug2","VacuumEnergyTerm","compute_Ug2","Source5.cpp"
"VacuumEnergyTerm::compute_Ug3","VacuumEnergyTerm","compute_Ug3","Source5.cpp"
"VacuumEnergyTerm::compute_Um","VacuumEnergyTerm","compute_Um","Source5.cpp"
"UQFFModule5::computeDynamicContributions","UQFFModule5","computeDynamicContributions","Source5.cpp"
"UQFFModule5::compute_Ug1_enhanced","UQFFModule5","compute_Ug1_enhanced","Source5.cpp"
"UQFFModule5::compute_Ug2_enhanced","UQFFModule5","compute_Ug2_enhanced","Source5.cpp"
"UQFFModule5::compute_Ug3_enhanced","UQFFModule5","compute_Ug3_enhanced","Source5.cpp"
"UQFFModule5::compute_MUGE_enhanced","UQFFModule5","compute_MUGE_enhanced","Source5.cpp"
"UQFFModule5::compute_Ereact","UQFFModule5","compute_Ereact","Source5.cpp"
"UQFFModule5::compute_mu_s","UQFFModule5","compute_mu_s","Source5.cpp"
"UQFFModule5::compute_grad_Ms_r","UQFFModule5","compute_grad_Ms_r","Source5.cpp"
"UQFFModule5::compute_Bj","UQFFModule5","compute_Bj","Source5.cpp"
"UQFFModule5::compute_omega_s_t","UQFFModule5","compute_omega_s_t","Source5.cpp"
"UQFFModule5::compute_mu_j","UQFFModule5","compute_mu_j","Source5.cpp"
"UQFFModule5::compute_Ug1","UQFFModule5","compute_Ug1","Source5.cpp"
"UQFFModule5::compute_Ug2","UQFFModule5","compute_Ug2","Source5.cpp"
"UQFFModule5::compute_Ug3","UQFFModule5","compute_Ug3","Source5.cpp"
"UQFFModule5::compute_Um","UQFFModule5","compute_Um","Source5.cpp"
"UQFFModule5::compute_compressed_base","UQFFModule5","compute_compressed_base","Source5.cpp"
"UQFFModule5::compute_compressed_expansion","UQFFModule5","compute_compressed_expansion","Source5.cpp"
"UQFFModule5::compute_compressed_super_adj","UQFFModule5","compute_compressed_super_adj","Source5.cpp"
"UQFFModule5::compute_compressed_env","UQFFModule5","compute_compressed_env","Source5.cpp"
"UQFFModule5::compute_compressed_Ug_sum","UQFFModule5","compute_compressed_Ug_sum","Source5.cpp"
"UQFFModule5::compute_compressed_cosm","UQFFModule5","compute_compressed_cosm","Source5.cpp"
"UQFFModule5::compute_compressed_quantum","UQFFModule5","compute_compressed_quantum","Source5.cpp"
"UQFFModule5::compute_compressed_fluid","UQFFModule5","compute_compressed_fluid","Source5.cpp"
"UQFFModule5::compute_compressed_perturbation","UQFFModule5","compute_compressed_perturbation","Source5.cpp"
"UQFFModule5::compute_aDPM","UQFFModule5","compute_aDPM","Source5.cpp"
"UQFFModule5::compute_aTHz","UQFFModule5","compute_aTHz","Source5.cpp"
"UQFFModule5::compute_avac_diff","UQFFModule5","compute_avac_diff","Source5.cpp"
"UQFFModule5::compute_asuper_freq","UQFFModule5","compute_asuper_freq","Source5.cpp"
"UQFFModule5::compute_aaether_res","UQFFModule5","compute_aaether_res","Source5.cpp"
"UQFFModule5::compute_Ug4i","UQFFModule5","compute_Ug4i","Source5.cpp"
"UQFFModule5::compute_aquantum_freq","UQFFModule5","compute_aquantum_freq","Source5.cpp"
"UQFFModule5::compute_aAether_freq","UQFFModule5","compute_aAether_freq","Source5.cpp"
"UQFFModule5::compute_afluid_freq","UQFFModule5","compute_afluid_freq","Source5.cpp"
"UQFFModule5::compute_Osc_term","UQFFModule5","compute_Osc_term","Source5.cpp"
"UQFFModule5::compute_aexp_freq","UQFFModule5","compute_aexp_freq","Source5.cpp"
"UQFFModule5::compute_fTRZ","UQFFModule5","compute_fTRZ","Source5.cpp"
"UQFFModule5::compute_a_wormhole","UQFFModule5","compute_a_wormhole","Source5.cpp"
"UQFFModule5::compute_compressed_MUGE","UQFFModule5","compute_compressed_MUGE","Source5.cpp"
"UQFFModule5::compute_resonance_MUGE","UQFFModule5","compute_resonance_MUGE","Source5.cpp"
"UQFFModule5::compute_compressed_base","UQFFModule5","compute_compressed_base","Source5.cpp"
"UQFFModule5::compute_compressed_expansion","UQFFModule5","compute_compressed_expansion","Source5.cpp"
"UQFFModule5::compute_compressed_super_adj","UQFFModule5","compute_compressed_super_adj","Source5.cpp"
"UQFFModule5::compute_compressed_env","UQFFModule5","compute_compressed_env","Source5.cpp"
"UQFFModule5::compute_compressed_Ug_sum","UQFFModule5","compute_compressed_Ug_sum","Source5.cpp"
"UQFFModule5::compute_compressed_cosm","UQFFModule5","compute_compressed_cosm","Source5.cpp"
"UQFFModule5::compute_compressed_quantum","UQFFModule5","compute_compressed_quantum","Source5.cpp"
"UQFFModule5::compute_compressed_fluid","UQFFModule5","compute_compressed_fluid","Source5.cpp"
"UQFFModule5::compute_compressed_perturbation","UQFFModule5","compute_compressed_perturbation","Source5.cpp"
"UQFFModule5::compute_compressed_MUGE","UQFFModule5","compute_compressed_MUGE","Source5.cpp"
"UQFFModule5::compute_aDPM","UQFFModule5","compute_aDPM","Source5.cpp"
"UQFFModule5::compute_aTHz","UQFFModule5","compute_aTHz","Source5.cpp"
"UQFFModule5::compute_avac_diff","UQFFModule5","compute_avac_diff","Source5.cpp"
"UQFFModule5::compute_asuper_freq","UQFFModule5","compute_asuper_freq","Source5.cpp"
"UQFFModule5::compute_aaether_res","UQFFModule5","compute_aaether_res","Source5.cpp"
"UQFFModule5::compute_Ug4i","UQFFModule5","compute_Ug4i","Source5.cpp"
"UQFFModule5::compute_aquantum_freq","UQFFModule5","compute_aquantum_freq","Source5.cpp"
"UQFFModule5::compute_aAether_freq","UQFFModule5","compute_aAether_freq","Source5.cpp"
"UQFFModule5::compute_afluid_freq","UQFFModule5","compute_afluid_freq","Source5.cpp"
"UQFFModule5::compute_Osc_term","UQFFModule5","compute_Osc_term","Source5.cpp"
"UQFFModule5::compute_aexp_freq","UQFFModule5","compute_aexp_freq","Source5.cpp"
"UQFFModule5::compute_fTRZ","UQFFModule5","compute_fTRZ","Source5.cpp"
"UQFFModule5::compute_a_wormhole","UQFFModule5","compute_a_wormhole","Source5.cpp"
"UQFFModule5::compute_resonance_MUGE","UQFFModule5","compute_resonance_MUGE","Source5.cpp"
"MultiUQFFModule::computeHz","MultiUQFFModule","computeHz","source52.cpp"
"MultiUQFFModule::computeQuantumTerm","MultiUQFFModule","computeQuantumTerm","source52.cpp"
"MultiUQFFModule::computeFluidTerm","MultiUQFFModule","computeFluidTerm","source52.cpp"
"MultiUQFFModule::computeDMPertTerm","MultiUQFFModule","computeDMPertTerm","source52.cpp"
"MultiUQFFModule::computeG_compressed","MultiUQFFModule","computeG_compressed","source52.cpp"
"MultiUQFFModule::computeG_resonance","MultiUQFFModule","computeG_resonance","source52.cpp"
"MultiUQFFModule::computeG","MultiUQFFModule","computeG","source52.cpp"
"YoungStarsOutflowsUQFFModule::computeQuantumTerm","YoungStarsOutflowsUQFFModule","computeQuantumTerm","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeFluidTerm","YoungStarsOutflowsUQFFModule","computeFluidTerm","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeResonantTerm","YoungStarsOutflowsUQFFModule","computeResonantTerm","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeDMTerm","YoungStarsOutflowsUQFFModule","computeDMTerm","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeUgSum","YoungStarsOutflowsUQFFModule","computeUgSum","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeHz","YoungStarsOutflowsUQFFModule","computeHz","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeMsfFactor","YoungStarsOutflowsUQFFModule","computeMsfFactor","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeP_outflow","YoungStarsOutflowsUQFFModule","computeP_outflow","source54.cpp"
"YoungStarsOutflowsUQFFModule::computeG","YoungStarsOutflowsUQFFModule","computeG","source54.cpp"
"BigBangGravityUQFFModule::computeQuantumTerm","BigBangGravityUQFFModule","computeQuantumTerm","source56.cpp"
"BigBangGravityUQFFModule::computeFluidTerm","BigBangGravityUQFFModule","computeFluidTerm","source56.cpp"
"BigBangGravityUQFFModule::computeResonantTerm","BigBangGravityUQFFModule","computeResonantTerm","source56.cpp"
"BigBangGravityUQFFModule::computeDMTerm","BigBangGravityUQFFModule","computeDMTerm","source56.cpp"
"BigBangGravityUQFFModule::computeUgSum","BigBangGravityUQFFModule","computeUgSum","source56.cpp"
"BigBangGravityUQFFModule::computeHz","BigBangGravityUQFFModule","computeHz","source56.cpp"
"BigBangGravityUQFFModule::computeQGTerm","BigBangGravityUQFFModule","computeQGTerm","source56.cpp"
"BigBangGravityUQFFModule::computeGWTerm","BigBangGravityUQFFModule","computeGWTerm","source56.cpp"
"BigBangGravityUQFFModule::computeM_t","BigBangGravityUQFFModule","computeM_t","source56.cpp"
"BigBangGravityUQFFModule::computeR_t","BigBangGravityUQFFModule","computeR_t","source56.cpp"
"BigBangGravityUQFFModule::computeZ_t","BigBangGravityUQFFModule","computeZ_t","source56.cpp"
"BigBangGravityUQFFModule::computeG","BigBangGravityUQFFModule","computeG","source56.cpp"
"MultiCompressedUQFFModule::computeHtz","MultiCompressedUQFFModule","computeHtz","source57.cpp"
"MultiCompressedUQFFModule::computeF_env","MultiCompressedUQFFModule","computeF_env","source57.cpp"
"MultiCompressedUQFFModule::computeQuantumTerm","MultiCompressedUQFFModule","computeQuantumTerm","source57.cpp"
"MultiCompressedUQFFModule::computeFluidTerm","MultiCompressedUQFFModule","computeFluidTerm","source57.cpp"
"MultiCompressedUQFFModule::computeUgSum","MultiCompressedUQFFModule","computeUgSum","source57.cpp"
"MultiCompressedUQFFModule::computeMsfFactor","MultiCompressedUQFFModule","computeMsfFactor","source57.cpp"
"MultiCompressedUQFFModule::computeDMPertTerm","MultiCompressedUQFFModule","computeDMPertTerm","source57.cpp"
"MultiCompressedUQFFModule::computeG","MultiCompressedUQFFModule","computeG","source57.cpp"
